"customer_id";"total_orders";"total_quantity";"total_revenue";"first_purchase_ts";"last_purchase_ts";"customer_lifetime_days"
15139;2;208.0;178.96;"2011-03-21";"2011-11-04";228
15140;7;1572.0;2354.25;"2010-12-06";"2011-12-06";365
15142;1;365.0;498.74;"2011-01-16";"2011-01-16";0
15143;1;150.0;259.45;"2011-11-14";"2011-11-14";0
15144;17;3050.0;6580.44;"2010-12-06";"2011-12-02";361
15145;4;756.0;1194.73;"2011-02-10";"2011-11-13";276
15146;2;1473.0;1327.16;"2011-03-07";"2011-07-07";122
15147;1;366.0;623.5;"2011-11-03";"2011-11-03";0
15148;1;187.0;301.29;"2011-09-30";"2011-09-30";0
15149;1;128.0;520.8;"2011-05-31";"2011-05-31";0
15150;10;3658.0;5314.47;"2010-12-09";"2011-11-08";334
15152;13;2704.0;4745.69;"2010-12-08";"2011-11-27";354
15153;1;198.0;329.25;"2011-05-20";"2011-05-20";0
15154;1;104.0;296.42;"2011-11-07";"2011-11-07";0
15156;3;597.0;961.49;"2011-04-26";"2011-11-03";191
15157;3;2392.0;1936.07;"2011-02-24";"2011-10-25";243
15158;1;198.0;401.4;"2011-01-28";"2011-01-28";0
15159;30;11441.0;18641.01;"2010-12-14";"2011-11-25";346
15160;1;84.0;158.16;"2011-03-01";"2011-03-01";0
15163;2;186.0;304.47;"2011-08-19";"2011-12-09";112
15164;3;360.0;843.05;"2011-03-11";"2011-11-27";261
15165;1;160.0;487.75;"2010-12-02";"2010-12-02";0
15167;1;67.0;163.0;"2011-04-20";"2011-04-20";0
15168;1;52.0;106.56;"2011-06-27";"2011-06-27";0
15171;1;290.0;1289.5;"2011-04-03";"2011-04-03";0
15172;5;1611.0;1624.05;"2011-05-23";"2011-12-08";199
15174;1;145.0;135.75;"2011-04-18";"2011-04-18";0
15175;1;454.0;224.14;"2011-11-11";"2011-11-11";0
15178;1;30.0;40.5;"2011-09-29";"2011-09-29";0
15179;5;1938.0;2206.95;"2011-04-26";"2011-12-08";226
15180;1;36.0;87.5;"2011-01-10";"2011-01-10";0
15181;3;544.0;689.48;"2011-01-31";"2011-11-18";291
15182;2;253.0;622.85;"2011-04-04";"2011-09-11";160
15184;2;223.0;406.76;"2010-12-02";"2011-06-05";185
15185;1;666.0;310.62;"2011-11-15";"2011-11-15";0
15186;2;215.0;411.41;"2011-02-28";"2011-09-20";204
15187;16;1887.0;4777.18;"2010-12-16";"2011-11-23";342
15189;41;6149.0;16225.39;"2010-12-05";"2011-12-07";367
15192;3;918.0;1044.32;"2010-12-01";"2011-07-14";225
15193;1;144.0;499.32;"2011-11-27";"2011-11-27";0
15194;15;5703.0;7616.53;"2011-01-06";"2011-12-06";334
15195;1;1404.0;3861.0;"2011-10-30";"2011-10-30";0
15197;3;469.0;1079.61;"2011-02-27";"2011-10-11";226
15198;2;120.0;193.64;"2011-06-28";"2011-09-25";89
15199;4;396.0;1268.7;"2011-06-03";"2011-12-01";181
15201;5;1210.0;1236.54;"2011-06-23";"2011-12-01";161
15203;6;1753.0;1827.8;"2011-05-22";"2011-12-07";199
15204;1;258.0;316.58;"2011-03-01";"2011-03-01";0
15205;2;378.0;653.24;"2011-06-20";"2011-10-12";114
15206;4;162.0;420.3;"2011-04-26";"2011-10-03";160
15208;5;316.0;870.12;"2011-03-07";"2011-11-25";263
15210;1;228.0;331.18;"2011-11-14";"2011-11-14";0
15211;2;240.0;894.41;"2011-01-23";"2011-11-28";309
15212;1;36.0;101.8;"2011-10-31";"2011-10-31";0
15213;2;272.0;328.35;"2011-04-05";"2011-04-28";23
15214;8;1254.0;1661.44;"2010-12-17";"2011-11-23";341
15215;3;225.0;734.94;"2011-01-14";"2011-09-12";241
15216;1;28.0;96.6;"2011-10-05";"2011-10-05";0
15218;11;3329.0;5756.89;"2011-01-14";"2011-12-07";327
15219;1;45.0;305.75;"2011-01-27";"2011-01-27";0
15220;6;1393.0;1778.96;"2010-12-09";"2011-12-02";358
15221;1;43.0;403.25;"2011-01-14";"2011-01-14";0
15222;1;440.0;585.0;"2011-04-27";"2011-04-27";0
15223;2;213.0;755.75;"2011-10-14";"2011-11-14";31
15224;2;152.0;322.08;"2011-02-01";"2011-02-25";24
15225;1;226.0;409.4;"2011-11-09";"2011-11-09";0
15226;1;71.0;154.41;"2011-05-24";"2011-05-24";0
15227;5;750.0;1219.4;"2011-04-01";"2011-11-18";231
15228;4;2255.0;3386.71;"2011-02-22";"2011-11-18";269
15230;2;351.0;429.6;"2011-11-01";"2011-11-04";3
15232;2;686.0;612.06;"2011-05-15";"2011-07-31";77
15234;1;196.0;197.0;"2011-08-21";"2011-08-21";0
15235;12;1324.0;2247.51;"2010-12-05";"2011-11-17";347
15236;1;269.0;321.05;"2011-06-16";"2011-06-16";0
15237;4;1071.0;1412.32;"2011-10-31";"2011-12-02";32
15238;3;692.0;1071.99;"2010-12-16";"2011-09-16";274
15239;2;594.0;780.59;"2011-10-03";"2011-10-27";24
15240;5;1369.0;1706.57;"2010-12-01";"2011-10-30";333
15241;8;1818.0;1756.44;"2010-12-17";"2011-12-09";357
15243;1;185.0;316.68;"2011-11-08";"2011-11-08";0
15244;2;405.0;631.57;"2011-10-18";"2011-11-21";34
15245;3;1784.0;2515.84;"2010-12-06";"2011-09-25";293
15246;2;247.0;514.15;"2011-02-23";"2011-11-06";256
15247;1;160.0;356.0;"2011-07-04";"2011-07-04";0
15249;13;3577.0;6688.46;"2011-03-29";"2011-12-08";254
15251;11;6171.0;10484.99;"2011-01-17";"2011-11-24";311
15252;2;522.0;740.78;"2010-12-20";"2011-04-04";105
15253;5;866.0;918.2;"2011-02-21";"2011-10-03";224
15254;1;275.0;300.36;"2011-06-20";"2011-06-20";0
15255;1;489.0;890.85;"2011-11-18";"2011-11-18";0
15256;1;55.0;98.45;"2011-04-18";"2011-04-18";0
15257;1;46.0;317.15;"2011-08-02";"2011-08-02";0
15258;2;142.0;623.16;"2011-02-27";"2011-11-18";264
15260;7;885.0;1810.77;"2010-12-05";"2011-12-02";362
15261;1;270.0;254.82;"2011-05-24";"2011-05-24";0
15262;1;73.0;178.95;"2011-04-17";"2011-04-17";0
15263;1;89.0;156.51;"2011-08-22";"2011-08-22";0
15264;1;265.0;393.74;"2011-11-22";"2011-11-22";0
15265;2;612.0;1506.12;"2011-04-11";"2011-11-07";210
15266;1;18.0;119.3;"2011-03-14";"2011-03-15";1
15267;5;944.0;1717.36;"2011-01-05";"2011-12-01";330
15269;1;26.0;408.8;"2011-07-13";"2011-07-13";0
15270;7;1521.0;2379.49;"2011-05-24";"2011-11-06";166
15271;15;1262.0;2507.07;"2011-01-10";"2011-12-05";329
15272;2;310.0;721.94;"2011-10-10";"2011-12-04";55
15274;2;619.0;716.57;"2011-08-21";"2011-10-24";64
15275;1;498.0;615.14;"2011-03-24";"2011-03-25";1
15276;1;64.0;135.31;"2011-11-20";"2011-11-20";0
15277;1;205.0;255.9;"2011-01-13";"2011-01-13";0
15279;1;189.0;290.51;"2011-03-03";"2011-03-03";0
15280;1;154.0;113.12;"2011-02-11";"2011-02-11";0
15281;9;1211.0;2332.15;"2011-03-29";"2011-12-07";253
15286;1;55.0;240.55;"2010-12-17";"2010-12-17";0
15287;2;433.0;486.69;"2011-07-28";"2011-11-14";109
15288;5;775.0;2306.52;"2011-01-21";"2011-12-05";318
15289;3;1008.0;939.78;"2011-05-18";"2011-10-16";151
15290;18;4501.0;7943.22;"2011-02-22";"2011-12-02";283
15291;15;2103.0;4668.3;"2010-12-01";"2011-10-18";321
15292;1;56.0;180.94;"2011-12-05";"2011-12-05";0
15296;6;1766.0;3672.86;"2010-12-13";"2011-11-23";345
15297;3;292.0;641.94;"2011-06-05";"2011-11-23";171
15298;12;3116.0;4799.9;"2010-12-07";"2011-10-31";328
15299;7;2948.0;4507.01;"2010-12-07";"2011-11-17";345
15300;1;292.0;496.44;"2011-11-23";"2011-11-23";0
15301;12;2775.0;5070.35;"2010-12-08";"2011-11-29";356
15303;1;248.0;574.02;"2011-07-12";"2011-07-12";0
15304;8;104.0;694.4;"2010-12-21";"2011-11-27";341
15306;3;810.0;1174.35;"2011-04-19";"2011-11-22";217
15307;1;37.0;205.3;"2011-09-15";"2011-09-15";0
15308;1;175.0;310.47;"2011-08-28";"2011-08-30";2
15311;91;38194.0;60767.9;"2010-12-01";"2011-12-08";372
15312;4;516.0;924.85;"2011-03-04";"2011-11-20";261
15313;1;25.0;52.0;"2011-08-07";"2011-08-07";0
15314;1;313.0;327.97;"2011-12-06";"2011-12-06";0
15315;2;862.0;570.5;"2011-07-19";"2011-11-22";126
15316;1;100.0;165.0;"2011-04-10";"2011-04-10";0
15318;1;642.0;312.62;"2011-10-25";"2011-10-26";1
15319;1;175.0;204.5;"2011-08-02";"2011-08-02";0
15320;1;326.0;267.13;"2011-02-02";"2011-02-03";1
15321;3;1181.0;2748.31;"2011-07-06";"2011-11-14";131
15322;1;416.0;679.68;"2011-10-10";"2011-10-10";0
15325;1;232.0;162.29;"2011-08-28";"2011-08-28";0
15326;1;386.0;311.71;"2011-03-28";"2011-03-28";0
15327;1;116.0;208.75;"2010-12-05";"2010-12-05";0
15329;3;486.0;1049.7;"2011-02-11";"2011-05-27";105
15330;2;1312.0;714.96;"2011-05-12";"2011-11-28";200
15332;4;652.0;1661.06;"2010-12-12";"2011-01-16";35
15333;1;344.0;1028.56;"2011-11-27";"2011-11-27";0
15334;3;274.0;351.67;"2011-02-03";"2011-03-27";52
15335;1;80.0;173.97;"2011-12-08";"2011-12-08";0
15339;2;416.0;574.07;"2011-04-28";"2011-11-18";204
15341;1;812.0;2020.52;"2011-10-20";"2011-10-20";0
15342;1;283.0;406.09;"2011-06-09";"2011-06-09";0
15343;1;84.0;364.5;"2011-10-06";"2011-10-06";0
15344;3;116.0;563.94;"2011-05-12";"2011-11-08";180
15345;1;81.0;393.54;"2011-01-25";"2011-01-25";0
15346;1;144.0;252.42;"2011-03-30";"2011-03-30";0
15347;1;130.0;201.6;"2011-01-17";"2011-01-17";0
15348;1;84.0;158.04;"2011-11-10";"2011-11-10";0
15349;2;327.0;473.81;"2010-12-08";"2011-03-23";105
15350;1;51.0;115.65;"2010-12-02";"2010-12-02";0
15351;7;753.0;1960.11;"2010-12-12";"2011-12-06";359
15353;2;343.0;777.02;"2011-01-07";"2011-10-07";273
15355;2;45.0;277.05;"2010-12-03";"2011-06-05";184
15356;10;1673.0;2766.5;"2011-01-06";"2011-11-17";315
15358;22;7050.0;8347.2;"2010-12-19";"2011-11-27";343
15360;1;223.0;427.93;"2011-03-08";"2011-03-08";0
15361;1;336.0;418.92;"2011-02-04";"2011-02-04";0
15363;1;144.0;326.0;"2010-12-05";"2010-12-05";0
15364;2;493.0;913.19;"2011-09-15";"2011-10-07";22
15365;7;1084.0;2314.32;"2011-05-12";"2011-10-18";159
15366;2;621.0;602.51;"2011-02-25";"2011-11-06";254
15367;4;1057.0;1877.59;"2011-08-25";"2011-12-05";102
15368;1;230.0;446.94;"2011-08-04";"2011-08-04";0
15370;7;830.0;2386.05;"2011-02-25";"2011-12-01";279
15372;1;2924.0;2007.4;"2011-05-20";"2011-05-20";0
15373;12;500.0;2415.91;"2010-12-09";"2011-11-25";351
15374;1;126.0;168.0;"2011-06-14";"2011-06-14";0
15376;3;619.0;1233.36;"2011-03-04";"2011-11-14";255
15379;7;2305.0;3703.29;"2010-12-09";"2011-11-27";353
15380;5;376.0;1690.26;"2011-01-14";"2011-10-10";269
15381;2;171.0;596.85;"2011-09-11";"2011-11-21";71
15382;6;4012.0;5955.71;"2010-12-14";"2011-11-25";346
15384;2;596.0;642.41;"2011-02-20";"2011-02-21";1
15385;1;161.0;316.88;"2011-03-04";"2011-03-04";0
15386;1;446.0;394.14;"2010-12-09";"2010-12-09";0
15388;1;88.0;140.54;"2011-09-06";"2011-09-06";0
15389;1;400.0;500.0;"2011-02-10";"2011-02-10";0
15392;4;1277.0;1535.53;"2011-02-17";"2011-10-20";245
15393;2;150.0;231.86;"2011-08-09";"2011-09-11";33
15394;4;910.0;2183.54;"2011-02-24";"2011-12-01";280
15395;1;17.0;107.45;"2011-04-12";"2011-04-12";0
15396;1;122.0;288.18;"2011-08-02";"2011-08-02";0
15397;1;20.0;94.0;"2011-07-14";"2011-07-14";0
15398;2;769.0;1345.53;"2011-09-11";"2011-10-31";50
15399;3;611.0;815.77;"2011-07-28";"2011-11-02";97
15400;5;390.0;716.2;"2010-12-15";"2011-09-25";284
15402;2;694.0;626.77;"2011-04-18";"2011-12-08";234
15405;1;193.0;349.1;"2010-12-05";"2010-12-05";0
15406;2;254.0;510.71;"2011-05-18";"2011-06-14";27
15407;4;558.0;1056.44;"2010-12-17";"2011-11-14";332
15408;1;106.0;267.18;"2011-09-20";"2011-09-20";0
15410;8;1200.0;3450.84;"2011-02-07";"2011-12-02";298
15411;4;530.0;1358.88;"2011-01-06";"2011-11-15";313
15412;1;108.0;190.53;"2011-02-15";"2011-02-15";0
15414;3;443.0;774.9;"2011-03-30";"2011-10-30";214
15415;1;575.0;572.81;"2011-05-13";"2011-05-13";0
15416;4;2090.0;3984.32;"2011-03-31";"2011-11-22";236
15417;1;284.0;508.8;"2011-10-12";"2011-10-12";0
15419;1;230.0;135.86;"2011-07-07";"2011-07-07";0
15421;4;500.0;950.36;"2011-05-25";"2011-12-01";190
15422;2;38.0;97.7;"2011-04-17";"2011-04-18";1
15423;1;101.0;43.5;"2011-03-22";"2011-03-22";0
15424;2;554.0;383.34;"2011-10-07";"2011-10-07";0
15426;5;674.0;1447.39;"2010-12-15";"2011-10-03";292
15427;3;1013.0;1483.14;"2011-01-07";"2011-05-04";117
15428;1;102.0;93.78;"2011-09-15";"2011-09-15";0
15429;2;380.0;397.35;"2011-06-17";"2011-11-06";142
15432;1;65.0;171.19;"2011-07-20";"2011-07-20";0
15433;2;534.0;533.3;"2011-09-13";"2011-11-21";69
15434;5;647.0;1041.48;"2011-05-12";"2011-12-05";207
15435;1;54.0;149.29;"2011-07-28";"2011-07-28";0
15436;3;613.0;1122.53;"2011-01-11";"2011-11-09";302
15437;1;79.0;200.16;"2011-09-23";"2011-09-23";0
15438;1;59.0;156.58;"2011-06-05";"2011-06-06";1
15440;3;197.0;383.68;"2011-05-22";"2011-12-06";198
15442;1;120.0;594.0;"2011-10-17";"2011-10-17";0
15443;7;1663.0;3236.91;"2011-01-26";"2011-11-09";287
15444;2;764.0;1418.26;"2011-03-07";"2011-10-09";216
15445;1;58.0;113.5;"2011-09-20";"2011-09-20";0
15447;1;85.0;155.17;"2011-04-04";"2011-04-04";0
15448;1;232.0;494.64;"2011-05-16";"2011-05-16";0
15449;3;812.0;974.52;"2010-12-13";"2011-09-25";286
15450;1;376.0;429.84;"2011-05-26";"2011-05-26";0
15452;3;283.0;538.73;"2011-06-01";"2011-11-13";165
15453;7;845.0;1388.37;"2010-12-06";"2011-12-06";365
15454;1;86.0;179.1;"2011-02-02";"2011-02-02";0
15456;3;660.0;447.22;"2011-02-22";"2011-08-03";162
15457;1;132.0;237.07;"2011-09-23";"2011-09-23";0
15458;1;156.0;161.64;"2011-06-29";"2011-06-29";0
15460;1;109.0;216.76;"2011-03-07";"2011-03-07";0
15462;3;172.0;234.6;"2010-12-08";"2011-09-20";286
15463;1;106.0;126.14;"2011-06-03";"2011-06-03";0
15464;1;350.0;1048.85;"2011-03-15";"2011-03-16";1
15465;18;1257.0;7354.62;"2010-12-10";"2011-11-25";350
15466;1;246.0;334.53;"2011-10-11";"2011-10-12";1
15467;3;310.0;524.88;"2011-04-07";"2011-10-07";183
15468;2;155.0;467.51;"2010-12-09";"2010-12-09";0
15469;2;153.0;538.55;"2010-12-16";"2011-07-13";209
15471;1;266.0;469.48;"2011-10-30";"2011-10-30";0
15472;1;251.0;371.56;"2011-07-31";"2011-07-31";0
15473;7;672.0;1771.2;"2011-06-15";"2011-12-02";170
15475;1;319.0;454.11;"2011-11-04";"2011-11-04";0
15478;2;585.0;1441.42;"2011-03-04";"2011-12-05";276
15480;1;303.0;905.5;"2011-07-19";"2011-07-19";0
15482;12;5020.0;11054.96;"2011-01-14";"2011-12-05";325
15483;4;295.0;233.81;"2011-03-17";"2011-09-15";182
15484;4;3152.0;3594.31;"2011-08-23";"2011-12-05";104
15485;3;1306.0;2575.0;"2010-12-02";"2011-05-24";173
15488;1;73.0;91.32;"2011-09-22";"2011-09-22";0
15489;3;608.0;1134.28;"2011-07-21";"2011-12-02";134
15491;6;1646.0;3100.09;"2011-01-12";"2011-11-17";309
15492;2;483.0;659.46;"2011-06-14";"2011-11-08";147
15493;5;560.0;2001.8;"2011-04-14";"2011-10-14";183
15494;2;1148.0;1299.23;"2011-07-07";"2011-08-04";28
15497;2;624.0;1262.2;"2011-04-21";"2011-08-25";126
15498;27;6105.0;13316.4;"2010-12-05";"2011-12-05";365
15500;4;572.0;1131.56;"2011-06-19";"2011-10-19";122
15502;12;4236.0;10384.93;"2010-12-16";"2011-11-17";336
15503;1;74.0;147.09;"2011-01-28";"2011-01-30";2
15504;1;33.0;52.83;"2011-10-19";"2011-10-19";0
15505;5;2390.0;3610.96;"2010-12-03";"2011-10-13";314
15506;3;848.0;979.26;"2011-01-25";"2011-07-24";180
15507;1;162.0;492.36;"2011-02-13";"2011-02-14";1
15508;6;440.0;1000.27;"2010-12-05";"2011-11-16";346
15510;1;2.0;250.0;"2011-04-04";"2011-04-04";0
15511;5;271.0;909.23;"2010-12-16";"2011-12-04";353
15512;2;68.0;121.0;"2011-02-20";"2011-03-29";37
15513;19;5709.0;14758.22;"2010-12-01";"2011-12-06";370
15514;11;2160.0;4139.46;"2011-01-27";"2011-11-14";291
15516;3;27.0;62.43;"2011-01-14";"2011-02-01";18
15517;1;293.0;267.03;"2011-11-10";"2011-11-10";0
15518;8;1273.0;1942.45;"2011-03-20";"2011-11-22";247
15520;1;314.0;343.5;"2011-11-01";"2011-11-01";0
15521;8;1836.0;3000.2;"2011-03-03";"2011-11-22";264
15522;2;573.0;398.84;"2011-05-08";"2011-10-06";151
15523;1;132.0;412.01;"2011-10-14";"2011-10-14";0
15524;1;4.0;440.0;"2011-07-08";"2011-07-08";0
15525;3;416.0;825.92;"2010-12-02";"2011-10-30";332
15526;2;24.0;148.44;"2011-05-05";"2011-05-05";0
15527;8;992.0;2429.78;"2011-01-06";"2011-11-16";314
15528;1;123.0;229.33;"2011-10-09";"2011-10-09";0
15529;11;3496.0;3995.23;"2011-01-12";"2011-11-25";317
15530;4;950.0;1502.35;"2011-02-23";"2011-10-20";239
15531;2;1105.0;2007.44;"2011-05-26";"2011-10-13";140
15532;4;521.0;1580.93;"2011-02-25";"2011-07-03";128
15533;3;289.0;807.57;"2011-08-16";"2011-10-16";61
15535;4;143.0;536.4;"2011-02-04";"2011-11-07";276
15537;1;29.0;110.92;"2011-03-09";"2011-03-09";0
15539;1;410.0;538.46;"2011-10-16";"2011-10-17";1
15540;1;200.0;213.3;"2011-09-28";"2011-09-28";0
15541;1;49.0;85.13;"2011-07-26";"2011-07-26";0
15543;1;86.0;127.86;"2011-07-20";"2011-07-20";0
15544;9;3109.0;3546.71;"2010-12-06";"2011-11-24";353
15545;2;163.0;292.72;"2010-12-10";"2011-12-06";361
15547;14;4032.0;4954.84;"2011-02-01";"2011-12-08";310
15549;3;698.0;1693.26;"2011-03-24";"2011-11-04";225
15550;4;295.0;575.63;"2011-02-18";"2011-10-24";248
15551;1;218.0;436.06;"2011-04-01";"2011-04-01";0
15552;1;60.0;90.12;"2011-11-18";"2011-11-18";0
15553;1;451.0;437.23;"2011-11-28";"2011-11-28";0
15554;1;74.0;217.2;"2011-08-17";"2011-08-17";0
15555;16;4439.0;4805.17;"2010-12-03";"2011-12-04";366
15556;1;236.0;279.77;"2011-07-13";"2011-07-13";0
15557;1;219.0;473.65;"2011-06-13";"2011-06-13";0
15561;4;267.0;800.59;"2011-04-14";"2011-11-18";218
15562;1;39.0;134.55;"2011-03-08";"2011-03-08";0
15563;4;1501.0;1400.44;"2011-02-23";"2011-12-05";285
15565;2;60.0;173.16;"2010-12-15";"2011-11-14";334
15567;1;223.0;186.01;"2011-08-18";"2011-08-18";0
15568;3;461.0;758.29;"2011-02-01";"2011-11-09";281
15569;5;666.0;1375.71;"2011-03-31";"2011-08-28";150
15570;12;2067.0;4165.52;"2010-12-14";"2011-11-28";349
15571;4;264.0;650.43;"2011-04-19";"2011-10-30";194
15572;7;1229.0;2552.86;"2011-06-27";"2011-10-20";115
15573;2;363.0;607.45;"2011-05-15";"2011-10-11";149
15574;4;349.0;702.25;"2010-12-07";"2011-02-24";79
15576;1;404.0;940.67;"2011-03-25";"2011-03-25";0
15577;3;89.0;258.88;"2011-04-11";"2011-06-06";56
15578;1;52.0;127.1;"2011-03-13";"2011-03-13";0
15579;2;120.0;348.6;"2011-05-13";"2011-11-15";186
15581;13;286.0;3679.97;"2011-01-16";"2011-11-13";301
15582;3;453.0;682.91;"2011-07-07";"2011-11-15";131
15584;4;314.0;725.11;"2011-01-05";"2011-11-10";309
15585;1;320.0;455.3;"2011-01-24";"2011-01-24";0
15587;4;312.0;913.68;"2010-12-15";"2011-09-28";287
15589;3;243.0;478.53;"2011-05-24";"2011-10-05";134
15592;1;354.0;388.58;"2011-01-12";"2011-01-13";1
15593;1;60.0;199.8;"2011-11-14";"2011-11-14";0
15594;5;983.0;1771.78;"2011-05-25";"2011-11-08";167
15596;5;561.0;1406.59;"2011-01-23";"2011-11-20";301
15597;1;279.0;324.57;"2011-04-13";"2011-04-13";0
15598;1;160.0;240.68;"2010-12-03";"2010-12-03";0
15599;2;718.0;761.74;"2011-06-16";"2011-11-30";167
15601;14;4983.0;6776.56;"2010-12-05";"2011-12-05";365
15602;9;1137.0;1297.87;"2011-01-07";"2011-12-05";332
15603;1;96.0;48.48;"2011-10-27";"2011-10-27";0
15604;1;159.0;216.39;"2010-12-06";"2010-12-06";0
15605;5;441.0;1198.23;"2010-12-02";"2011-10-12";314
15606;9;892.0;2920.16;"2011-02-16";"2011-11-27";284
15607;1;202.0;104.76;"2011-03-21";"2011-03-21";0
15608;4;714.0;1093.68;"2011-06-13";"2011-11-28";168
15609;1;148.0;298.48;"2010-12-15";"2010-12-15";0
15610;1;66.0;112.46;"2010-12-08";"2010-12-08";0
15611;13;504.0;1591.45;"2010-12-01";"2011-11-14";348
15612;2;52.0;195.15;"2011-04-04";"2011-11-25";235
15615;23;5508.0;10399.74;"2010-12-17";"2011-11-24";342
15618;4;454.0;776.85;"2011-05-08";"2011-09-25";140
15619;1;136.0;336.4;"2011-09-30";"2011-09-30";0
15620;3;915.0;1553.18;"2011-02-25";"2011-12-05";283
15621;4;501.0;1293.03;"2011-08-01";"2011-10-23";83
15622;9;1674.0;3709.56;"2011-02-16";"2011-12-08";295
15623;1;125.0;301.03;"2011-05-12";"2011-05-12";0
15624;4;357.0;588.13;"2011-05-24";"2011-11-28";188
15625;4;1188.0;1534.26;"2011-01-12";"2011-11-08";300
15626;2;766.0;675.8;"2011-04-05";"2011-11-07";216
15628;9;1894.0;2870.24;"2011-01-04";"2011-11-21";321
15630;2;800.0;1186.35;"2011-01-30";"2011-11-30";304
15632;8;2109.0;3285.31;"2011-01-06";"2011-11-24";322
15634;1;99.0;243.55;"2011-09-01";"2011-09-01";0
15636;2;284.0;724.76;"2011-08-05";"2011-09-28";54
15637;1;128.0;223.36;"2010-12-03";"2010-12-03";0
15639;1;323.0;425.32;"2011-05-27";"2011-05-27";0
15640;15;6607.0;12515.66;"2010-12-07";"2011-11-13";341
15641;4;1562.0;1887.2;"2011-02-21";"2011-09-27";218
15643;3;246.0;664.0;"2011-08-05";"2011-12-09";126
15644;4;557.0;813.0;"2011-03-03";"2011-10-05";216
15645;1;256.0;612.01;"2011-08-18";"2011-08-18";0
15646;3;394.0;447.64;"2010-12-07";"2011-10-20";317
15648;2;221.0;657.35;"2011-09-14";"2011-12-01";78
15649;2;192.0;816.0;"2011-01-07";"2011-03-21";73
15651;3;479.0;646.3;"2011-03-30";"2011-09-26";180
15652;1;208.0;337.74;"2011-09-27";"2011-09-27";0
15653;2;1200.0;877.44;"2011-07-20";"2011-09-23";65
15654;2;475.0;922.53;"2011-06-21";"2011-10-07";108
15655;1;324.0;560.67;"2011-10-27";"2011-10-27";0
15656;4;343.0;748.5;"2011-01-17";"2011-11-15";302
15657;1;24.0;30.0;"2011-07-24";"2011-07-24";0
15658;5;242.0;1024.1;"2010-12-03";"2011-12-07";369
15659;1;111.0;306.45;"2011-02-07";"2011-02-07";0
15660;9;1050.0;1600.86;"2011-01-18";"2011-12-01";317
15661;2;236.0;309.8;"2011-03-14";"2011-05-05";52
15663;1;106.0;138.14;"2011-08-24";"2011-08-24";0
15664;1;157.0;386.43;"2010-12-13";"2010-12-13";0
15665;2;1666.0;2242.01;"2011-02-28";"2011-10-27";241
15667;1;240.0;301.32;"2011-03-08";"2011-03-08";0
15668;1;72.0;76.32;"2011-11-17";"2011-11-17";0
15669;4;342.0;684.34;"2011-01-27";"2011-09-20";236
15670;1;91.0;173.05;"2011-06-22";"2011-06-22";0
15671;7;1699.0;2657.13;"2011-06-24";"2011-10-28";126
15673;4;1514.0;2881.02;"2011-03-25";"2011-11-20";240
15674;5;1275.0;2446.6;"2011-10-06";"2011-11-21";46
15675;3;527.0;323.69;"2011-04-01";"2011-10-19";201
15676;3;2252.0;3435.76;"2011-04-14";"2011-08-19";127
15677;1;319.0;657.23;"2010-12-23";"2010-12-23";0
15678;1;184.0;352.7;"2010-12-03";"2010-12-03";0
15679;4;1170.0;781.28;"2011-01-04";"2011-07-13";190
15680;3;952.0;1333.68;"2011-01-16";"2011-10-07";264
15681;5;816.0;1426.16;"2010-12-22";"2011-08-11";232
15683;1;131.0;193.75;"2011-07-17";"2011-07-17";0
15687;9;1310.0;2993.1;"2010-12-08";"2011-11-21";348
15689;2;84.0;254.1;"2011-02-04";"2011-07-13";159
15690;2;408.0;239.76;"2011-09-04";"2011-10-24";50
15691;1;72.0;136.8;"2011-10-12";"2011-10-12";0
15692;1;138.0;191.04;"2011-06-13";"2011-06-13";0
15694;14;1677.0;6479.4;"2010-12-05";"2011-12-02";362
15695;2;212.0;409.98;"2011-09-14";"2011-09-14";0
15696;8;1028.0;2736.46;"2011-04-10";"2011-11-15";219
15699;1;113.0;309.65;"2011-08-23";"2011-08-23";0
15700;2;357.0;696.68;"2011-02-03";"2011-02-10";7
15701;4;923.0;1542.14;"2011-08-04";"2011-11-16";104
15703;1;66.0;211.5;"2011-09-18";"2011-09-18";0
15704;4;1028.0;2293.62;"2010-12-06";"2011-11-20";349
15705;1;62.0;143.1;"2011-12-05";"2011-12-05";0
15706;4;321.0;1060.56;"2011-07-19";"2011-11-23";127
15707;4;605.0;945.58;"2011-02-14";"2011-11-23";282
15708;7;1267.0;3364.24;"2010-12-10";"2011-11-14";339
15709;1;121.0;133.25;"2011-08-01";"2011-08-01";0
15712;5;486.0;1072.36;"2010-12-21";"2011-11-13";327
15713;2;150.0;356.7;"2011-01-16";"2011-05-08";112
15714;2;187.0;330.88;"2011-09-26";"2011-11-02";37
15716;4;744.0;1118.81;"2010-12-12";"2011-12-04";357
15717;1;70.0;150.3;"2011-11-09";"2011-11-09";0
15719;13;2725.0;5045.61;"2011-01-14";"2011-12-06";326
15720;1;281.0;598.73;"2011-07-11";"2011-07-12";1
15721;1;409.0;507.08;"2011-09-26";"2011-09-27";1
15722;5;1026.0;2222.56;"2010-12-06";"2011-08-12";249
15723;1;87.0;203.1;"2011-01-26";"2011-01-26";0
15724;2;73.0;218.25;"2011-07-28";"2011-12-04";129
15725;1;221.0;415.25;"2011-09-14";"2011-09-14";0
15727;7;3065.0;5178.96;"2011-02-22";"2011-12-07";288
