customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13887,9,1,349.55,5,1,2,512,At risk
13888,23,2,605.63,4,2,3,423,At risk
13889,79,1,416.9,2,1,2,212,Hibernating
13890,37,10,1883.81,3,5,4,354,Loyalists
13892,17,4,632.97,4,4,3,443,Loyalists
13893,173,1,821.1,1,1,3,113,Hibernating
13894,150,3,564.62,2,3,3,233,At risk
13895,22,4,2593.07,4,4,5,445,Champions
13897,360,1,311.16,1,1,2,112,Hibernating
13898,242,1,155.93,1,1,1,111,Hibernating
13899,93,2,388.52,2,2,2,222,Hibernating
13900,2,3,740.95,5,3,3,533,Loyalists
13901,30,5,2867.2,4,4,5,445,Champions
13904,163,2,332.64,2,2,2,222,Hibernating
13908,20,4,2369.55,4,4,5,445,Champions
13911,2,9,2580.91,5,5,5,555,Champions
13914,75,2,626.45,2,2,3,223,Hibernating
13917,358,2,272.04,1,2,2,122,Hibernating
13918,61,2,1212.84,3,2,4,324,At risk
13919,10,2,384.81,5,2,2,522,At risk
13922,277,1,172.25,1,1,1,111,Hibernating
13923,2,1,351.13,5,1,2,512,At risk
13924,29,6,1838.85,4,5,4,454,Champions
13925,78,4,678.25,2,4,3,243,At risk
13926,146,1,223.85,2,1,1,211,Hibernating
13927,33,1,348.99,3,1,2,312,At risk
13928,71,4,464.57,2,4,2,242,At risk
13929,243,2,842.65,1,2,3,123,Hibernating
13930,8,2,337.34,5,2,2,522,At risk
13931,86,2,1237.53,2,2,4,224,Hibernating
13932,162,1,307.4,2,1,2,212,Hibernating
13933,122,2,608.79,2,2,3,223,Hibernating
13934,81,1,922.1,2,1,3,213,Hibernating
13936,334,1,376.58,1,1,2,112,Hibernating
13937,290,1,158.85,1,1,1,111,Hibernating
13938,239,1,71.66,1,1,1,111,Hibernating
13939,118,3,568.55,2,3,3,233,At risk
13940,17,4,839.14,4,4,3,443,Loyalists
13941,73,5,5112.96,2,4,5,245,At risk
13946,6,3,561.57,5,3,3,533,Loyalists
13947,19,1,90.6,4,1,1,411,At risk
13948,300,1,102.0,1,1,1,111,Hibernating
13949,20,6,2427.32,4,5,5,455,Champions
13950,31,4,745.06,3,4,3,343,Loyalists
13951,34,3,674.45,3,3,3,333,Loyalists
13952,23,2,3251.07,4,2,5,425,At risk
13953,16,7,3515.68,4,5,5,455,Champions
13954,26,2,439.92,4,3,2,432,Loyalists
13955,187,2,322.96,1,3,2,132,At risk
13956,3,5,1026.42,5,4,4,544,Champions
13959,44,3,598.2,3,3,3,333,Loyalists
13960,27,2,230.22,4,3,1,431,Loyalists
13962,47,2,169.55,3,3,1,331,Loyalists
13963,190,4,664.54,1,4,3,143,At risk
13967,228,1,80.7,1,1,1,111,Hibernating
13969,9,18,9053.94,5,5,5,555,Champions
13971,11,8,2758.26,5,5,5,555,Champions
13972,8,2,190.25,5,3,1,531,Loyalists
13973,139,1,264.7,2,1,2,212,Hibernating
13974,352,1,413.59,1,1,2,112,Hibernating
13975,22,6,2526.28,4,5,5,455,Champions
13976,12,1,357.98,5,1,2,512,At risk
13978,83,2,196.79,2,3,1,231,At risk
13979,31,1,869.87,3,1,3,313,At risk
13980,12,1,200.14,5,1,1,511,At risk
13982,244,4,1871.81,1,4,4,144,At risk
13983,8,12,2603.43,5,5,5,555,Champions
13984,57,5,920.51,3,4,3,343,Loyalists
13985,9,15,7060.13,5,5,5,555,Champions
13986,101,1,320.46,2,1,2,212,Hibernating
13988,5,6,4147.96,5,5,5,555,Champions
13989,20,2,1266.08,4,3,4,434,Loyalists
13990,18,1,311.3,4,1,2,412,At risk
13991,34,6,855.97,3,5,3,353,Loyalists
13992,199,1,76.8,1,1,1,111,Hibernating
13993,11,9,3466.36,5,5,5,555,Champions
13994,23,6,2313.14,4,5,5,455,Champions
13995,5,5,1393.69,5,4,4,544,Champions
13999,18,12,3901.81,4,5,5,455,Champions
14000,16,1,635.66,4,1,3,413,At risk
14001,30,3,2043.08,4,3,4,434,Loyalists
14002,197,2,529.73,1,3,3,133,At risk
14004,41,7,4582.64,3,5,5,355,Loyalists
14005,22,5,2874.72,4,4,5,445,Champions
14006,39,3,962.19,3,3,4,334,Loyalists
14009,3,2,695.61,5,3,3,533,Loyalists
14012,114,1,328.8,2,1,2,212,Hibernating
14013,108,3,473.02,2,3,2,232,At risk
14014,36,1,505.18,3,1,3,313,At risk
14015,372,1,917.34,1,1,3,113,Hibernating
14016,13,4,4341.21,4,4,5,445,Champions
14019,90,3,1421.61,2,3,4,234,At risk
14020,67,2,642.8,2,3,3,233,At risk
14021,17,3,631.9,4,3,3,433,Loyalists
14022,26,1,440.0,4,1,2,412,At risk
14023,54,2,584.07,3,3,3,333,Loyalists
14024,156,2,327.7,2,3,2,232,At risk
14027,13,1,104.82,4,1,1,411,At risk
14029,15,2,467.66,4,3,2,432,Loyalists
14030,45,8,2360.09,3,5,5,355,Loyalists
14031,2,19,17286.86,5,5,5,555,Champions
14032,11,11,2975.59,5,5,5,555,Champions
14034,137,3,651.82,2,3,3,233,At risk
14035,88,5,1428.02,2,4,4,244,At risk
14036,135,1,626.65,2,1,3,213,Hibernating
14037,318,2,147.2,1,3,1,131,At risk
14038,13,3,1560.38,4,3,4,434,Loyalists
14039,226,1,152.2,1,1,1,111,Hibernating
14040,13,12,3614.92,4,5,5,455,Champions
14041,85,1,141.41,2,1,1,211,Hibernating
14044,100,4,652.82,2,4,3,243,At risk
14045,121,4,1659.75,2,4,4,244,At risk
14046,132,1,154.99,2,1,1,211,Hibernating
14047,4,5,1308.61,5,4,4,544,Champions
14048,186,1,409.93,1,1,2,112,Hibernating
14049,5,4,5681.72,5,4,5,545,Champions
14050,109,2,746.36,2,3,3,233,At risk
14051,11,23,15610.39,5,5,5,555,Champions
14052,122,1,225.36,2,1,1,211,Hibernating
14053,166,2,260.25,1,3,2,132,At risk
14054,18,1,92.46,4,1,1,411,At risk
14055,108,1,725.64,2,1,3,213,Hibernating
14056,2,23,8214.65,5,5,5,555,Champions
14057,4,17,6217.96,5,5,5,555,Champions
14059,86,1,183.6,2,1,1,211,Hibernating
14060,5,19,6140.42,5,5,5,555,Champions
14062,29,12,10464.85,4,5,5,455,Champions
14064,17,5,1353.74,4,4,4,444,Champions
14066,86,1,152.55,2,1,1,211,Hibernating
14067,16,2,374.7,4,3,2,432,Loyalists
14068,233,1,265.85,1,1,2,112,Hibernating
14071,44,8,1438.82,3,5,4,354,Loyalists
14073,212,1,151.04,1,1,1,111,Hibernating
14075,51,3,942.26,3,3,3,333,Loyalists
14076,181,1,122.47,1,1,1,111,Hibernating
14077,26,5,499.42,4,4,3,443,Loyalists
14078,19,6,1049.37,4,5,4,454,Champions
14079,167,1,375.1,1,1,2,112,Hibernating
14080,216,1,45.6,1,1,1,111,Hibernating
14081,180,2,934.52,1,3,3,133,At risk
14082,318,1,182.25,1,1,1,111,Hibernating
14083,4,9,1018.43,5,5,4,554,Champions
14085,3,18,4448.54,5,5,5,555,Champions
14087,41,1,194.42,3,1,1,311,At risk
14088,4,13,50491.81,5,5,5,555,Champions
14089,5,1,161.0,5,1,1,511,At risk
14090,241,1,76.32,1,1,1,111,Hibernating
14092,2,14,4076.91,5,5,5,555,Champions
14093,76,1,442.85,2,1,2,212,Hibernating
14096,11,17,65164.79,5,5,5,555,Champions
14098,254,1,147.35,1,1,1,111,Hibernating
14099,19,11,3104.17,4,5,5,455,Champions
14100,206,1,194.9,1,1,1,111,Hibernating
14101,3,6,5976.79,5,5,5,555,Champions
14102,51,5,1360.28,3,4,4,344,Loyalists
14104,251,2,216.21,1,3,1,131,At risk
14105,36,1,1266.23,3,1,4,314,At risk
14107,25,7,2703.23,4,5,5,455,Champions
14108,99,2,597.91,2,3,3,233,At risk
14109,30,1,144.2,4,1,1,411,At risk
14110,23,12,5683.15,4,5,5,455,Champions
14111,41,4,692.85,3,4,3,343,Loyalists
14112,8,7,2915.15,5,5,5,555,Champions
14113,40,4,1840.42,3,4,4,344,Loyalists
14114,100,2,386.53,2,3,2,232,At risk
14116,18,5,1382.74,4,4,4,444,Champions
14117,218,1,90.0,1,1,1,111,Hibernating
14121,11,4,2780.15,5,4,5,545,Champions
14124,57,1,419.58,3,1,2,312,At risk
14125,40,3,2740.43,3,3,5,335,Loyalists
14126,57,3,706.13,3,3,3,333,Loyalists
14127,67,3,709.71,2,3,3,233,At risk
14128,12,2,637.5,5,3,3,533,Loyalists
14129,39,5,1123.86,3,4,4,344,Loyalists
14130,227,1,483.86,1,1,2,112,Hibernating
14132,12,11,3586.03,5,5,5,555,Champions
14133,181,3,605.64,1,3,3,133,At risk
14135,25,15,4690.31,4,5,5,455,Champions
14138,17,2,982.38,4,3,4,434,Loyalists
14139,326,1,415.82,1,1,2,112,Hibernating
14140,46,2,935.05,3,3,3,333,Loyalists
14141,10,4,915.13,5,4,3,543,Loyalists
14142,370,1,311.81,1,1,2,112,Hibernating
14143,193,1,115.8,1,1,1,111,Hibernating
14145,22,4,3742.2,4,4,5,445,Champions
14146,51,5,4191.0,3,4,5,345,Loyalists
14147,39,2,483.4,3,3,2,332,Loyalists
14148,31,1,157.2,3,1,1,311,At risk
14149,25,1,446.62,4,1,2,412,At risk
14150,246,2,658.64,1,3,3,133,At risk
14152,31,2,621.29,3,3,3,333,Loyalists
14154,36,2,1345.62,3,3,4,334,Loyalists
14155,85,1,118.75,2,1,1,211,Hibernating
14156,3,55,117379.63,5,5,5,555,Champions
14157,124,2,432.88,2,3,2,232,At risk
14158,281,1,507.66,1,1,3,113,Hibernating
14159,53,11,4693.01,3,5,5,355,Loyalists
14161,22,3,1110.52,4,3,4,434,Loyalists
14162,159,2,289.36,2,3,2,232,At risk
14163,4,4,2445.91,5,4,5,545,Champions
14164,26,2,1631.77,4,3,4,434,Loyalists
14165,107,1,122.54,2,1,1,211,Hibernating
14167,79,4,574.84,2,4,3,243,At risk
14171,90,1,363.79,2,1,2,212,Hibernating
14173,24,4,450.84,4,4,2,442,Loyalists
14174,227,1,134.46,1,1,1,111,Hibernating
14175,10,3,3222.3,5,3,5,535,Loyalists
14176,173,4,576.9,1,4,3,143,At risk
14177,61,4,559.41,3,4,3,343,Loyalists
14178,22,7,1620.93,4,5,4,454,Champions
14179,285,2,719.78,1,3,3,133,At risk
14180,8,25,4748.52,5,5,5,555,Champions
14184,22,1,452.89,4,1,2,412,At risk
14185,253,1,197.65,1,1,1,111,Hibernating
14188,20,6,2054.36,4,5,4,454,Champions
14189,5,15,4654.08,5,5,5,555,Champions
14191,5,13,4684.76,5,5,5,555,Champions
14193,24,2,853.39,4,3,3,433,Loyalists
14194,2,21,11349.52,5,5,5,555,Champions
14195,8,2,1012.0,5,3,4,534,Loyalists
14196,110,1,335.52,2,1,2,212,Hibernating
14198,36,4,701.4,3,4,3,343,Loyalists
14199,23,1,185.4,4,1,1,411,At risk
14201,12,7,747.44,5,5,3,553,Loyalists
14204,41,1,161.03,3,1,1,311,At risk
14205,81,2,466.7,2,3,2,232,At risk
14206,36,1,328.16,3,1,2,312,At risk
14208,81,1,151.74,2,1,1,211,Hibernating
14209,19,6,2073.43,4,5,5,455,Champions
14210,3,6,1905.84,5,5,4,554,Champions
14211,8,9,2241.1,5,5,5,555,Champions
14212,72,1,1070.48,2,1,4,214,Hibernating
14214,115,5,1004.38,2,4,4,244,At risk
14215,38,6,1789.72,3,5,4,354,Loyalists
14216,44,4,1839.3,3,4,4,344,Loyalists
14217,8,17,2004.98,5,5,4,554,Champions
14218,293,1,169.48,1,1,1,111,Hibernating
14219,47,1,89.94,3,1,1,311,At risk
14220,52,2,632.4,3,3,3,333,Loyalists
14221,12,9,3432.8,5,5,5,555,Champions
14222,320,1,683.17,1,1,3,113,Hibernating
14223,76,3,991.13,2,3,4,234,At risk
14224,20,4,1050.12,4,4,4,444,Champions
14226,15,5,2232.19,4,4,5,445,Champions
14227,2,10,3350.96,5,5,5,555,Champions
14229,157,3,1547.2,2,3,4,234,At risk
14231,29,3,925.71,4,3,3,433,Loyalists
14232,82,5,2048.07,2,4,4,244,At risk
14233,17,4,1462.72,4,4,4,444,Champions
14234,6,4,775.46,5,4,3,543,Loyalists
14235,27,5,3144.86,4,4,5,445,Champions
14236,51,2,490.86,3,3,3,333,Loyalists
14237,373,1,161.0,1,1,1,111,Hibernating
14238,243,1,146.85,1,1,1,111,Hibernating
14239,5,11,2380.85,5,5,5,555,Champions
14240,26,2,890.34,4,3,3,433,Loyalists
14241,358,1,213.7,1,1,1,111,Hibernating
14242,32,2,280.55,3,3,2,332,Loyalists
14243,47,10,2588.77,3,5,5,355,Loyalists
14245,25,2,1693.45,4,3,4,434,Loyalists
14246,47,3,1474.06,3,3,4,334,Loyalists
14247,116,1,136.77,2,1,1,211,Hibernating
14248,220,1,302.58,1,1,2,112,Hibernating
14250,54,3,1904.05,3,3,4,334,Loyalists
14251,6,5,2879.7,5,4,5,545,Champions
14256,73,2,969.06,2,3,4,234,At risk
14257,17,5,3099.72,4,4,5,445,Champions
14258,5,9,12669.98,5,5,5,555,Champions
14259,213,1,120.0,1,1,1,111,Hibernating
14261,43,2,1163.45,3,3,4,334,Loyalists
14262,3,8,2618.23,5,5,5,555,Champions
14264,46,2,333.97,3,3,2,332,Loyalists
14265,122,2,530.18,2,3,3,233,At risk
14267,73,3,1516.24,2,3,4,234,At risk
14270,254,1,492.65,1,1,3,113,Hibernating
14271,26,1,112.32,4,1,1,411,At risk
14272,32,2,437.96,3,3,2,332,Loyalists
14273,23,4,559.97,4,4,3,443,Loyalists
14276,92,3,1119.74,2,3,4,234,At risk
14277,17,3,4216.2,4,3,5,435,Loyalists
14280,2,1,134.04,5,1,1,511,At risk
14282,8,15,3729.34,5,5,5,555,Champions
14284,62,2,595.25,3,3,3,333,Loyalists
14285,34,4,1910.01,3,4,4,344,Loyalists
14286,44,3,4628.75,3,3,5,335,Loyalists
14287,3,3,176.63,5,3,1,531,Loyalists
14288,19,1,426.6,4,1,2,412,At risk
14289,4,6,911.26,5,5,3,553,Loyalists
14290,4,5,2314.65,5,4,5,545,Champions
14291,8,11,3883.25,5,5,5,555,Champions
14292,9,9,4871.93,5,5,5,555,Champions
14293,44,4,1046.56,3,4,4,344,Loyalists
14295,279,1,166.2,1,1,1,111,Hibernating
14297,13,4,1305.33,4,4,4,444,Champions
14298,24,44,51527.3,4,5,5,455,Champions
14299,9,9,3965.62,5,5,5,555,Champions
14300,115,1,43.2,2,1,1,211,Hibernating
14301,146,1,640.14,2,1,3,213,Hibernating
14304,26,1,383.45,4,1,2,412,At risk
14305,27,3,1858.96,4,3,4,434,Loyalists
14306,61,2,2093.32,3,3,5,335,Loyalists
14307,25,6,2995.72,4,5,5,455,Champions
14309,32,9,2352.53,3,5,5,355,Loyalists
14311,43,1,310.26,3,1,2,312,At risk
14312,74,6,1611.59,2,5,4,254,At risk
14314,110,1,120.0,2,1,1,211,Hibernating
14315,85,6,2481.13,2,5,5,255,At risk
14317,18,1,508.58,4,1,3,413,At risk
14320,12,2,477.79,5,3,2,532,Loyalists
14321,32,5,1530.75,3,4,4,344,Loyalists
14323,34,2,605.06,3,3,3,333,Loyalists
14326,41,1,183.85,3,1,1,311,At risk
14327,275,1,311.65,1,1,2,112,Hibernating
14329,99,7,5014.84,2,5,5,255,At risk
14331,166,2,462.66,1,3,2,132,At risk
14332,22,3,866.31,4,3,3,433,Loyalists
14333,24,1,415.2,4,1,2,412,At risk
14334,8,8,2552.21,5,5,5,555,Champions
14335,88,2,468.26,2,3,2,232,At risk
14336,3,4,1614.91,5,4,4,544,Champions
14338,2,2,588.22,5,3,3,533,Loyalists
14339,43,1,309.52,3,1,2,312,At risk
14340,24,1,134.7,4,1,1,411,At risk
14341,20,8,2182.28,4,5,5,455,Champions
14342,15,4,668.56,4,4,3,443,Loyalists
14344,12,8,889.93,5,5,3,553,Loyalists
14345,267,1,108.98,1,1,1,111,Hibernating
14346,155,2,1021.58,2,3,4,234,At risk
14348,72,1,409.57,2,1,2,212,Hibernating
14349,66,1,133.5,2,1,1,211,Hibernating
14350,101,1,282.93,2,1,2,212,Hibernating
14351,278,1,51.0,1,1,1,111,Hibernating
14352,32,4,1078.96,3,4,4,344,Loyalists
14353,20,1,90.6,4,1,1,411,At risk
14354,53,2,163.62,3,3,1,331,Loyalists
14355,325,1,174.4,1,1,1,111,Hibernating
14356,47,2,701.23,3,3,3,333,Loyalists
14357,298,1,225.77,1,1,1,111,Hibernating
14359,66,3,912.18,2,3,3,233,At risk
14360,23,4,2128.23,4,4,5,445,Champions
14362,135,1,161.2,2,1,1,211,Hibernating
14364,5,8,3717.35,5,5,5,555,Champions
14367,17,16,9261.52,4,5,5,455,Champions
14368,233,1,155.0,1,1,1,111,Hibernating
14371,164,1,100.5,1,1,1,111,Hibernating
14373,288,1,76.55,1,1,1,111,Hibernating
14375,362,1,257.68,1,1,2,112,Hibernating
14377,78,2,617.05,2,3,3,233,At risk
14379,164,2,348.1,1,3,2,132,At risk
14381,368,1,202.68,1,1,1,111,Hibernating
14382,170,1,626.07,1,1,3,113,Hibernating
14383,18,3,1247.69,4,3,4,434,Loyalists
14385,64,3,202.11,3,3,1,331,Loyalists
14386,171,1,142.4,1,1,1,111,Hibernating
14387,33,3,1770.56,3,3,4,334,Loyalists
14388,8,8,3212.84,5,5,5,555,Champions
14389,19,2,1043.46,4,3,4,434,Loyalists
14390,5,9,4652.82,5,5,5,555,Champions
14393,23,1,67.95,4,1,1,411,At risk
14395,11,9,3507.71,5,5,5,555,Champions
14396,18,2,487.99,4,3,2,432,Loyalists
14397,3,19,2612.96,5,5,5,555,Champions
14400,237,1,574.7,1,1,3,113,Hibernating
14401,47,13,4051.48,3,5,5,355,Loyalists
14403,22,4,1475.81,4,4,4,444,Champions
14404,72,6,1474.32,2,5,4,254,At risk
14406,148,1,156.75,2,1,1,211,Hibernating
14407,11,6,2157.73,5,5,5,555,Champions
14408,34,7,2606.53,3,5,5,355,Loyalists
14409,26,6,2059.45,4,5,5,455,Champions
14410,12,9,1105.07,5,5,4,554,Champions
14411,200,1,1063.0,1,1,4,114,Hibernating
14412,30,2,770.03,4,3,3,433,Loyalists
14413,311,1,122.7,1,1,1,111,Hibernating
14414,75,7,1496.98,2,5,4,254,At risk
14415,3,13,5900.28,5,5,5,555,Champions
14416,135,2,490.22,2,3,3,233,At risk
14418,45,3,1937.25,3,3,4,334,Loyalists
14419,13,6,1058.06,4,5,4,454,Champions
14420,92,1,387.52,2,1,2,212,Hibernating
14421,6,2,813.11,5,3,3,533,Loyalists
14422,26,6,4263.64,4,5,5,455,Champions
14423,23,1,265.2,4,1,2,412,At risk
14424,107,1,322.08,2,1,2,212,Hibernating
14426,109,10,4481.67,2,5,5,255,At risk
14427,17,2,363.34,4,3,2,432,Loyalists
14428,37,5,1244.83,3,4,4,344,Loyalists
14431,183,1,470.36,1,1,2,112,Hibernating
14432,24,6,2255.51,4,5,5,455,Champions
14434,11,6,1372.8,5,5,4,554,Champions
14436,92,1,89.06,2,1,1,211,Hibernating
14437,326,1,63.0,1,1,1,111,Hibernating
14438,188,1,131.9,1,1,1,111,Hibernating
14439,228,1,2661.24,1,1,5,115,Hibernating
14440,30,5,2357.68,4,4,5,445,Champions
14441,37,4,1712.89,3,4,4,344,Loyalists
14442,10,2,1589.82,5,3,4,534,Loyalists
14443,3,4,1420.2,5,4,4,544,Champions
14446,36,4,1039.58,3,4,4,344,Loyalists
14447,2,5,1163.23,5,4,4,544,Champions
14448,64,2,375.35,3,3,2,332,Loyalists
14449,18,4,907.1,4,4,3,443,Loyalists
14450,45,3,483.25,3,3,2,332,Loyalists
14451,2,2,662.59,5,3,3,533,Loyalists
14452,69,2,264.44,2,3,2,232,At risk
14453,373,1,119.93,1,1,1,111,Hibernating
14456,31,9,3062.4,3,5,5,355,Loyalists
14457,200,1,113.64,1,1,1,111,Hibernating
14459,255,1,1837.92,1,1,4,114,Hibernating
14460,127,3,434.34,2,3,2,232,At risk
14461,76,3,2103.06,2,3,5,235,At risk
14462,18,11,2004.02,4,5,4,454,Champions
14463,11,3,529.62,5,3,3,533,Loyalists
14465,48,3,1058.62,3,3,4,334,Loyalists
14466,31,7,2272.4,3,5,5,355,Loyalists
14467,107,4,598.76,2,4,3,243,At risk
14470,76,2,461.19,2,3,2,232,At risk
14472,69,8,1936.84,2,5,4,254,At risk
14473,32,2,234.34,3,3,1,331,Loyalists
14474,326,1,547.66,1,1,3,113,Hibernating
14475,29,3,925.85,4,3,3,433,Loyalists
14476,68,1,215.7,2,1,1,211,Hibernating
14477,127,4,1309.6,2,4,4,244,At risk
14479,62,2,316.25,3,3,2,332,Loyalists
14480,71,1,279.05,2,1,2,212,Hibernating
14481,139,2,636.51,2,3,3,233,At risk
14482,36,6,2068.15,3,5,5,355,Loyalists
14483,125,1,137.1,2,1,1,211,Hibernating
14484,360,1,321.92,1,1,2,112,Hibernating
14485,265,1,165.75,1,1,1,111,Hibernating
14487,55,6,1196.33,3,5,4,354,Loyalists
14488,24,1,1064.28,4,1,4,414,At risk
14489,12,1,463.38,5,1,2,512,At risk
14491,312,2,340.93,1,3,2,132,At risk
14493,54,5,2383.24,3,4,5,345,Loyalists
14494,169,1,139.56,1,1,1,111,Hibernating
14495,156,2,123.8,2,3,1,231,At risk
14496,205,2,538.81,1,3,3,133,At risk
14497,192,1,475.37,1,1,2,112,Hibernating
14498,144,5,1957.32,2,4,4,244,At risk
14499,118,3,815.32,2,3,3,233,At risk
14500,67,3,356.85,2,3,2,232,At risk
14501,228,2,251.21,1,3,2,132,At risk
14502,24,11,2470.67,4,5,5,455,Champions
14503,25,6,3543.26,4,5,5,455,Champions
14504,44,4,673.26,3,4,3,343,Loyalists
14505,10,8,5905.64,5,5,5,555,Champions
14506,20,5,2012.17,4,4,4,444,Champions
14507,20,6,1383.18,4,5,4,454,Champions
14508,73,2,276.42,2,3,2,232,At risk
14511,20,5,1314.81,4,4,4,444,Champions
14512,29,2,275.28,4,3,2,432,Loyalists
14513,12,3,455.59,5,3,2,532,Loyalists
14514,5,3,1055.35,5,3,4,534,Loyalists
14515,22,6,2102.09,4,5,5,455,Champions
14517,213,2,330.45,1,3,2,132,At risk
14518,17,1,174.37,4,1,1,411,At risk
14520,40,2,270.6,3,3,2,332,Loyalists
14522,3,4,974.54,5,4,4,544,Champions
14523,117,1,241.09,2,1,1,211,Hibernating
14524,27,9,1867.68,4,5,4,454,Champions
14525,33,9,4332.2,3,5,5,355,Loyalists
14527,4,55,8508.82,5,5,5,555,Champions
14528,255,1,364.22,1,1,2,112,Hibernating
14529,11,3,620.04,5,3,3,533,Loyalists
14530,79,6,2925.91,2,5,5,255,At risk
14532,34,4,932.85,3,4,3,343,Loyalists
14533,11,7,1949.72,5,5,4,554,Champions
14534,4,18,4447.05,5,5,5,555,Champions
14535,11,3,2864.19,5,3,5,535,Loyalists
14536,72,1,171.8,2,1,1,211,Hibernating
14537,8,1,355.56,5,1,2,512,At risk
14538,18,2,388.25,4,3,2,432,Loyalists
14539,90,2,537.48,2,3,3,233,At risk
14540,34,3,996.26,3,3,4,334,Loyalists
14541,9,8,1461.65,5,5,4,554,Champions
14542,365,1,103.25,1,1,1,111,Hibernating
14543,20,16,3630.33,4,5,5,455,Champions
14544,151,2,2024.45,2,3,4,234,At risk
14546,8,5,2578.09,5,4,5,545,Champions
14547,3,8,4007.54,5,5,5,555,Champions
14548,220,2,652.8,1,3,3,133,At risk
14549,201,1,289.24,1,1,2,112,Hibernating
14550,69,2,765.62,2,3,3,233,At risk
14551,9,2,186.23,5,3,1,531,Loyalists
14552,244,1,165.07,1,1,1,111,Hibernating
14553,24,5,859.27,4,4,3,443,Loyalists
14554,66,4,2381.04,2,4,5,245,At risk
14555,5,2,324.14,5,3,2,532,Loyalists
14557,59,1,788.38,3,1,3,313,At risk
14560,2,22,2237.77,5,5,5,555,Champions
14561,34,3,1080.76,3,3,4,334,Loyalists
14562,4,18,5074.77,5,5,5,555,Champions
14565,11,4,3099.12,5,4,5,545,Champions
14566,129,1,1432.0,2,1,4,214,Hibernating
14567,5,2,1530.36,5,3,4,534,Loyalists
14569,37,1,227.39,3,1,1,311,At risk
14570,121,2,218.06,2,3,1,231,At risk
14572,44,7,2832.84,3,5,5,355,Loyalists
14573,5,9,1653.42,5,5,4,554,Champions
14576,367,1,35.4,1,1,1,111,Hibernating
14577,30,4,859.71,4,4,3,443,Loyalists
14578,43,1,168.63,3,1,1,311,At risk
14581,95,1,138.6,2,1,1,211,Hibernating
14582,285,1,114.11,1,1,1,111,Hibernating
14583,11,5,1052.55,5,4,4,544,Champions
14584,2,4,1042.26,5,4,4,544,Champions
14585,360,1,157.05,1,1,1,111,Hibernating
14586,111,1,237.36,2,1,1,211,Hibernating
14587,18,9,1601.14,4,5,4,454,Champions
14589,367,1,39.75,1,1,1,111,Hibernating
14591,18,4,1447.14,4,4,4,444,Champions
14592,4,3,570.46,5,3,3,533,Loyalists
14593,4,3,617.99,5,3,3,533,Loyalists
14594,55,2,379.83,3,3,2,332,Loyalists
14595,4,6,1740.6,5,5,4,554,Champions
14597,73,2,883.15,2,3,3,233,At risk
14598,311,1,221.97,1,1,1,111,Hibernating
14600,188,1,393.33,1,1,2,112,Hibernating
14601,71,1,213.96,2,1,1,211,Hibernating
14603,104,1,660.0,2,1,3,213,Hibernating
14606,2,93,12156.65,5,5,5,555,Champions
14607,75,14,16569.5,2,5,5,255,At risk
14608,47,4,1785.15,3,4,4,344,Loyalists
14609,30,4,601.56,4,4,3,443,Loyalists
14616,44,3,406.08,3,3,2,332,Loyalists
14618,64,3,553.44,3,3,3,333,Loyalists
14619,48,1,394.44,3,1,2,312,At risk
14620,11,2,412.78,5,3,2,532,Loyalists
14621,37,5,1788.36,3,4,4,344,Loyalists
14622,360,1,320.58,1,1,2,112,Hibernating
14623,32,5,889.25,3,4,3,343,Loyalists
14624,6,2,225.85,5,3,1,531,Loyalists
14625,2,2,899.63,5,3,3,533,Loyalists
14626,18,4,2791.27,4,4,5,445,Champions
14628,41,2,671.96,3,3,3,333,Loyalists
14629,47,2,959.01,3,3,4,334,Loyalists
14631,32,3,1006.98,3,3,4,334,Loyalists
14632,79,1,114.56,2,1,1,211,Hibernating
14633,83,1,344.9,2,1,2,212,Hibernating
14636,90,2,609.85,2,3,3,233,At risk
14638,363,1,443.6,1,1,2,112,Hibernating
14639,152,6,2984.49,2,5,5,255,At risk
14640,9,6,2125.08,5,5,5,555,Champions
14641,131,1,110.46,2,1,1,211,Hibernating
14642,9,1,96.12,5,1,1,511,At risk
14643,286,2,693.81,1,3,3,133,At risk
14644,24,2,830.76,4,3,3,433,Loyalists
14645,108,2,597.09,2,3,3,233,At risk
14646,1,73,280206.02,5,5,5,555,Champions
14647,6,1,243.22,5,1,1,511,At risk
14649,17,4,1417.29,4,4,4,444,Champions
14651,16,2,654.6,4,3,3,433,Loyalists
14652,36,1,114.18,3,1,1,311,At risk
14653,23,7,1947.55,4,5,4,454,Champions
14655,26,4,1932.23,4,4,4,444,Champions
14656,130,2,291.05,2,3,2,232,At risk
14657,107,4,848.22,2,4,3,243,At risk
14658,51,2,247.15,3,3,1,331,Loyalists
14659,23,9,2529.93,4,5,5,455,Champions
14660,62,2,285.74,3,3,2,332,Loyalists
14661,177,1,107.95,1,1,1,111,Hibernating
14662,31,4,771.17,3,4,3,343,Loyalists
14664,127,2,637.89,2,3,3,233,At risk
14665,13,5,1835.7,4,4,4,444,Champions
14666,153,1,195.25,2,1,1,211,Hibernating
14667,20,25,9241.2,4,5,5,455,Champions
14669,41,3,1269.99,3,3,4,334,Loyalists
14670,121,2,411.53,2,3,2,232,At risk
14672,32,2,765.55,3,3,3,333,Loyalists
14673,44,5,1736.4,3,4,4,344,Loyalists
